inner_X,inner_Y,inner_Z,outer_X,outer_Y,outer_Z,inner_curb_X,inner_curb_Y,inner_curb_Z,outer_curb_X,outer_curb_Y,outer_curb_Z
331.4005418810647,82.26436701414679,0.0,343.232083454272,83.4716445239474,0.0,329.4190599922936,81.99283520298647,0.0,345.2105084590441,83.76461977971569,0.0
331.6997927253987,80.08060767591894,0.0,343.5572237886299,81.27601279434357,0.0,329.71668852097,79.82118964574944,0.0,345.53761153701043,81.55541280519593,0.0
331.9852510719137,77.8984399723354,0.0,343.867009815172,79.08024891548129,0.0,330.0006128734888,77.65103095602319,0.0,345.84924540481217,79.34622272464999,0.0
332.2570908096888,75.7178261229294,0.0,344.1616514222341,76.88435947233346,0.0,330.2710051988439,75.48231827508798,0.0,346.14562289827103,77.13705925917941,0.0
332.5154858278027,73.53872834723416,0.0,344.44135849815245,74.68835104987303,0.0,330.52803759685946,73.31501082596976,0.0,346.4269568896865,74.92793199138784,0.0
332.7606100153343,71.36110886478284,0.0,344.70634093126307,72.49223023307293,0.0,330.7718821215576,71.14906791469413,0.0,346.6934602822665,72.71885036648493,0.0
332.99263726136263,69.18492989510881,0.0,344.9568086099023,70.29600360690618,0.0,331.0027107845378,68.98444893134568,0.0,346.94534600469706,70.50982369366793,0.0
333.21174145496656,67.0101536577452,0.0,345.1929714224062,68.0996777563457,0.0,331.2206955583582,66.82111335093447,0.0,347.18282700586354,68.3008611477662,0.0
333.418096485225,64.83674237222532,0.0,345.4150392571107,65.90325926636444,0.0,331.42600837991097,64.65902073407683,0.0,347.4061162497317,66.09197177113137,0.0
333.61187624121675,62.66465825808232,0.0,345.6232220023523,63.70675472193532,0.0,331.61882115378063,62.49813072749052,0.0,347.6154267103975,63.88316447575408,0.0
333.7932546120207,60.49386353484948,0.0,345.8177295464667,61.510170708031325,0.0,331.7993057555802,60.33840306431264,0.0,347.81097136731097,61.67444804559588,0.0
333.9624054867158,58.32432042206,0.0,345.9987717777902,59.31351380962535,0.0,331.9676340352537,58.17979756424264,0.0,347.99296320068265,59.46583113911264,0.0
334.11950275438096,56.15599113924714,0.0,346.16655858465896,57.11679061169039,0.0,332.1239778203401,56.0222741335176,0.0,348.1616151870743,57.25732229195821,0.0
334.26472030409485,53.98883790594412,0.0,346.321299855409,54.920007699199374,0.0,332.2685089191904,53.86579276472385,0.0,348.3171402951793,55.04892991984991,0.0
334.39823202493665,51.822822941684166,0.0,346.4632054783765,52.723171657125256,0.0,332.4013991241322,51.71031353645546,0.0,348.45975148179497,52.84066232157856,0.0
334.52021180598496,49.65790846600049,0.0,346.59248534189754,50.52628907044097,0.0,332.5228202145738,49.55579661281926,0.0,348.58966168798776,50.632527682149565,0.0
334.63083353631896,47.49405669842636,0.0,346.70934933430834,48.32936652411949,0.0,332.6329439600456,47.40220224280143,0.0,348.7070838354526,48.4245340760376,0.0
334.73027110501755,45.33122985849501,0.0,346.814007343945,46.13241060313377,0.0,332.7319421231693,45.24949075949577,0.0,348.8122308230655,46.21668947054157,0.0
334.81869840115934,43.16939016573964,0.0,346.9066692591437,43.93542789245672,0.0,332.8199864625542,43.09762257920384,0.0,348.9053155236296,44.00900172922359,0.0
334.8962893138234,41.0084998396935,0.0,346.98754496824034,41.738424977061335,0.0,332.89724873561505,40.94655820041614,0.0,348.98655078081055,41.80147861542154,0.0
334.9632177320887,38.84852109988983,0.0,347.0568443595713,39.54140844192052,0.0,332.96390070130667,38.79625820267849,0.0,349.0561494062625,39.59412779581584,0.0
335.019657545034,36.68941616586181,0.0,347.1147773214724,37.34438487200723,0.0,333.0201141227736,36.646683245351625,0.0,349.1143241769366,37.38695684404604,0.0
335.0657826417381,34.53114725714273,0.0,347.16155374228003,35.14736085229443,0.0,333.0660607699122,34.49779406627455,0.0,349.16128783257403,35.17997324435608,0.0
335.1017669112801,32.373676593265785,0.0,347.1973835103301,32.950342967755056,0.0,333.1019124218419,32.349551480335585,0.0,349.197253073374,32.97318439526561,0.0
335.1277842427387,30.216966393764224,0.0,347.222476513959,30.753337803362072,0.0,333.1278408692843,30.20191637796005,0.0,349.22243255783644,30.766597613248216,0.0
335.1440085251929,28.060978878171262,0.0,347.2370426415025,28.5563519440884,0.0,333.1440179168491,28.05484972352269,0.0,349.23703890077104,28.560220136414834,0.0
335.1506136477216,25.90567626602016,0.0,347.2412917812971,26.35939197490702,0.0,333.1506153852255,25.90831255369099,0.0,349.2412846714709,26.35405912818397,0.0
335.1477734994037,23.75102077684412,0.0,347.23543382167867,24.162464480790867,0.0,333.1478051132779,23.76226597570685,0.0,349.2353823920405,24.14812168093855,0.0
335.1356619693181,21.596974630176398,0.0,347.2196786509834,21.965576046712865,0.0,333.135758960047,21.6166711656142,0.0,349.21954453587693,21.94241481965447,0.0
335.1144529465436,19.443500045550195,0.0,347.19423615754744,19.768733257646,0.0,333.1146488066548,19.47148936643818,0.0,349.19398352629514,19.736945505496752,0.0
335.08432032015907,17.290559242498762,0.0,347.1593162297069,17.571942698563205,0.0,333.0846465581161,17.326681886324785,0.0,349.15891173529167,17.53172063937536,0.0
335.04543797924345,15.13811444055531,0.0,347.1151287557977,15.37521095443741,0.0,333.04592414505424,15.182210096644445,0.0,349.1145414824414,15.326747065455445,0.0
