X,Y,Z,Speed,RotW,RotX,RotY,RotZ,HarsherRotW,HarsherRotX,HarsherRotY,HarsherRotZ,TireRot
336.2379420480458,85.03573194244962,0.0,8.970280196166543,0.9991955757141113,0.0,0.0,0.040103018283843994,0.9980608820915222,0.0,0.0,0.06224532052874565,-0.4530444543518456
336.6023873398117,82.18421585317752,0.0,8.970280196166543,0.9992096424102783,0.0,0.0,0.03973483294248581,0.9980723857879639,0.0,0.0,0.06205467879772186,-0.0
336.94403093900877,79.33800201801562,0.0,8.98013493331455,0.9992349743843079,0.0,0.0,0.039037931710481644,0.9980940818786621,0.0,0.0,0.061683498322963715,-0.4535421683492197
337.26310886592483,76.49688039316364,0.0,8.989880667762673,0.9992690086364746,0.0,0.0,0.03804827108979225,0.9981247186660767,0.0,0.0,0.06114169955253601,-0.0004922088105112632
337.55986015166593,73.66063957218942,0.0,8.999514931006377,0.9993094205856323,0.0,0.0,0.03679841756820679,0.9981679320335388,0.0,0.0,0.06043936312198639,-0.4540287473009219
337.8345268387415,70.8290668029606,0.0,9.009035254541143,0.9993653297424316,0.0,0.0,0.03531794995069504,0.9982195496559143,0.0,0.0,0.059584878385066986,-0.0009730332314590306
338.0873539801596,68.00194800589306,0.0,9.01843916986244,0.9994253516197205,0.0,0.0,0.033633243292570114,0.9982789158821106,0.0,0.0,0.058587536215782166,-0.4545036925191692
338.31858963702126,65.17906779352255,0.0,9.027724208465736,0.9994880557060242,0.0,0.0,0.031768497079610825,0.998345136642456,0.0,0.0,0.0574551522731781,-0.0014419745750599011
338.52848487460625,62.360209491405854,0.0,9.036887901846512,0.9995516538619995,0.0,0.0,0.029745789244771004,0.9984170794487,0.0,0.0,0.05619630962610245,-0.45496650531617805
338.7172937569382,59.54515516035824,0.0,9.04592778150023,0.9996147155761719,0.0,0.0,0.027585076168179512,0.9984939694404602,0.0,0.0,0.054818980395793915,-0.0018985341535305844
338.8852733398255,56.73368562003234,0.0,9.054841378922369,0.9996759295463562,0.0,0.0,0.025304194539785385,0.9985748529434204,0.0,0.0,0.05333047732710838,-0.45541668700416477
339.03268366236523,53.92558047384464,0.0,9.063626225608399,0.9997341632843018,0.0,0.0,0.02291966788470745,0.9986588358879089,0.0,0.0,0.051738154143095016,-0.0023422132790876793
339.15978773690347,51.120618135254986,0.0,9.072279853053788,0.9997884035110474,0.0,0.0,0.020447026938199997,0.9987450838088989,0.0,0.0,0.05004853010177612,-0.455853738895346
339.2668515374461,48.31857585540349,0.0,9.080799792754016,0.9998377561569214,0.0,0.0,0.017899341881275177,0.9988328218460083,0.0,0.0,0.04826895147562027,-0.0027725132639477845
339.35414398650875,45.5192297521108,0.0,9.089183576204551,0.9998814463615417,0.0,0.0,0.015288974158465862,0.998921275138855,0.0,0.0,0.04640551283955574,-0.4562771623019386
339.421936940403,42.72235484024498,0.0,9.097428734900863,0.9999188780784607,0.0,0.0,0.012627956457436085,0.9990096688270569,0.0,0.0,0.04446463659405708,-0.003188935420327166
339.4705051729489,39.92772506346035,0.0,9.105532800338429,0.99994957447052,0.0,0.0,0.009926268830895424,0.9990972876548767,0.0,0.0,0.042451705783605576,-0.45668645853615913
339.500126357608,37.13511332731122,0.0,9.113493304012716,0.9999732375144958,0.0,0.0,0.007193719502538443,0.9991835951805115,0.0,0.0,0.04037255421280861,-0.0035909810604425885
339.5110810480331,34.344291533744695,0.0,9.121307777419199,0.9999894499778748,0.0,0.0,0.004438929259777069,0.9992677569389343,0.0,0.0,0.038234494626522064,-0.457081128910224
339.503652657024,31.55503061697551,0.0,9.12897375205335,0.9999980330467224,0.0,0.0,0.0016698555555194616,0.9993492960929871,0.0,0.0,0.0360419936478138,-0.003978151496510818
339.47812743388926,28.76710058074598,0.0,9.13648875941064,0.9999988675117493,0.0,0.0,-0.0011061916593462229,0.999427855014801,0.0,0.0,0.03379981219768524,-0.4574606747363497
339.4347944402048,25.98027053697329,0.0,9.143850330986542,0.9999920129776001,0.0,0.0,-0.003882352728396654,0.9995025992393494,0.0,0.0,0.03151349723339081,-0.0043499480407483415
339.37394552396677,23.194308745786778,0.0,9.15105599827653,0.9999774694442749,0.0,0.0,-0.006652049254626036,0.999573290348053,0.0,0.0,0.029187504202127457,-0.4578245973267531
339.29587529213325,20.408982656956656,0.0,9.158103292776069,0.999955415725708,0.0,0.0,-0.009409134276211262,0.9996395111083984,0.0,0.0,0.02682655304670334,-0.004705872005371536
339.2008810815518,17.624058952715945,0.0,9.164989745980641,0.999925971031189,0.0,0.0,-0.012147429399192333,0.9997009038925171,0.0,0.0,0.024435829371213913,-0.4581723979936507
339.0892629282685,14.839303591976542,0.0,9.171712889385711,0.9998893141746521,0.0,0.0,-0.014860782772302628,0.9997571110725403,0.0,0.0,0.02201913110911846,-0.005045424702597279
338.961323535215,12.054481855940146,0.0,9.178270254486755,0.9998458623886108,0.0,0.0,-0.017542878165841103,0.9998079538345337,0.0,0.0,0.019580712541937828,-0.458503578049259
338.8173682382724,9.269358395104646,0.0,9.18465937277924,0.9997959733009338,0.0,0.0,-0.020187299698591232,0.9998530745506287,0.0,0.0,0.01712493970990181,-0.005368107444642001
338.65770497070827,6.483697277665419,0.0,9.190877775758647,0.9997401237487793,0.0,0.0,-0.022787446156144142,0.9998923540115356,0.0,0.0,0.014655692502856255,-0.45881763880579474
338.48264422598476,3.697262039311658,0.0,9.196922994920438,0.9996787905693054,0.0,0.0,-0.0253362525254488,0.9999255537986755,0.0,0.0,0.01217697374522686,-0.005673421543722357
338.2924990189379,0.9098157344163598,0.0,9.20279256176009,0.9996126294136047,0.0,0.0,-0.027826514095067978,0.9999527931213379,0.0,0.0,0.009692062623798847,-0.45911408157547406
338.0875848453256,-1.878879011381077,0.0,9.208484007773077,0.999542236328125,0.0,0.0,-0.030250556766986847,0.9999737739562988,0.0,0.0,0.007204679772257805,-0.0059608683120550565
337.86821963974427,-4.669059947201358,0.0,9.213994864454868,0.9994683265686035,0.0,0.0,-0.03260036185383797,0.9999886155128479,0.0,0.0,0.004718069452792406,-0.459392407670514
337.6347237319141,-7.460965141563014,0.0,9.219322663300936,0.9993917346000671,0.0,0.0,-0.03486775606870651,0.9999973177909851,0.0,0.0,0.0022356794215738773,-0.006229949061856477
337.387419801334,-10.254832925634293,0.0,9.224464935806752,0.9993133544921875,0.0,0.0,-0.037044115364551544,0.9999997615814209,0.0,0.0,-0.000239240238443017,-0.45965211840313097
337.1266328303053,-13.050901835101598,0.0,9.229419213467791,0.9992342591285706,0.0,0.0,-0.03912041708827019,0.9999961256980896,0.0,0.0,-0.0027035921812057495,-0.006480165105343327
336.8526900553279,-15.84941055065867,0.0,9.23418302777952,0.9991552829742432,0.0,0.0,-0.04108749330043793,0.9999865293502808,0.0,0.0,-0.005154657177627087,-0.4598927150855416
